03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'TaharezLook/Tooltip' using base type 'CEGUI/Tooltip', window renderer 'Falagard/Tooltip' Look'N'Feel 'TaharezLook/Tooltip' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'TaharezLook/StaticImage' using base type 'DefaultWindow', window renderer 'Falagard/StaticImage' Look'N'Feel 'TaharezLook/StaticImage' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'TaharezLook/StaticText' using base type 'DefaultWindow', window renderer 'Falagard/StaticText' Look'N'Feel 'TaharezLook/StaticText' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'TaharezLook/ItemListbox' using base type 'CEGUI/ItemListbox', window renderer 'Falagard/ItemListbox' Look'N'Feel 'TaharezLook/ItemListbox' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'TaharezLook/ListboxItem' using base type 'CEGUI/ItemEntry', window renderer 'Falagard/ItemEntry' Look'N'Feel 'TaharezLook/ListboxItem' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'TaharezLook/GroupBox' using base type 'CEGUI/GroupBox', window renderer 'Falagard/Default' Look'N'Feel 'TaharezLook/GroupBox' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'TaharezLook/Tree' using base type 'CEGUI/Tree', window renderer 'Falagard/Tree' Look'N'Feel 'TaharezLook/Tree' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - Attempting to load schema from file 'GUIScheme.xsd'.
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - XML schema file 'GUIScheme.xsd' has been initialised.
03/08/2011 03:53:38 (Std) 	Started creation of Scheme from XML specification:
03/08/2011 03:53:38 (Std) 	---- CEGUI GUIScheme name: VanillaSkin
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - Attempting to load schema from file 'Imageset.xsd'.
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - XML schema file 'Imageset.xsd' has been initialised.
03/08/2011 03:53:38 (Std) 	Started creation of Imageset from XML specification:
03/08/2011 03:53:38 (Std) 	---- CEGUI Imageset name: Vanilla-Images
03/08/2011 03:53:38 (Std) 	---- Source texture file: vanilla.tga in resource group: (Default)
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - Attempting to load schema from file 'Falagard.xsd'.
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - XML schema file 'Falagard.xsd' has been initialised.
03/08/2011 03:53:38 (Std) 	===== Falagard 'root' element: look and feel parsing begins =====
03/08/2011 03:53:38 (Std) 	===== Look and feel parsing completed =====
03/08/2011 03:53:38 (Std) 	No window renderer factories specified for module 'CEGUIFalagardWRBase' - adding all available factories...
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/Titlebar' using base type 'CEGUI/Titlebar', window renderer 'Falagard/Titlebar' Look'N'Feel 'Vanilla/Titlebar' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/Button' using base type 'CEGUI/PushButton', window renderer 'Falagard/Button' Look'N'Feel 'Vanilla/Button' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/FrameWindow' using base type 'CEGUI/FrameWindow', window renderer 'Falagard/FrameWindow' Look'N'Feel 'Vanilla/FrameWindow' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/Editbox' using base type 'CEGUI/Editbox', window renderer 'Falagard/Editbox' Look'N'Feel 'Vanilla/Editbox' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/VerticalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'Vanilla/VerticalScrollbarThumb' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/VerticalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'Vanilla/VerticalScrollbar' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/HorizontalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'Vanilla/HorizontalScrollbarThumb' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/HorizontalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'Vanilla/HorizontalScrollbar' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/StaticImage' using base type 'DefaultWindow', window renderer 'Falagard/StaticImage' Look'N'Feel 'Vanilla/StaticImage' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/StaticText' using base type 'DefaultWindow', window renderer 'Falagard/StaticText' Look'N'Feel 'Vanilla/StaticText' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/Listbox' using base type 'CEGUI/Listbox', window renderer 'Falagard/Listbox' Look'N'Feel 'Vanilla/Listbox' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/MultiLineEditbox' using base type 'CEGUI/MultiLineEditbox', window renderer 'Falagard/MultiLineEditbox' Look'N'Feel 'Vanilla/MultiLineEditbox' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/ComboDropList' using base type 'CEGUI/ComboDropList', window renderer 'Falagard/Listbox' Look'N'Feel 'Vanilla/ComboDropList' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/Combobox' using base type 'CEGUI/Combobox', window renderer 'Falagard/Default' Look'N'Feel 'Vanilla/Combobox' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/ProgressBar' using base type 'CEGUI/ProgressBar', window renderer 'Falagard/ProgressBar' Look'N'Feel 'Vanilla/ProgressBar' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/Checkbox' using base type 'CEGUI/Checkbox', window renderer 'Falagard/ToggleButton' Look'N'Feel 'Vanilla/Checkbox' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	Creating falagard mapping for type 'Vanilla/RadioButton' using base type 'CEGUI/RadioButton', window renderer 'Falagard/ToggleButton' Look'N'Feel 'Vanilla/RadioButton' and RenderEffect ''. (0x7fff70332ec0)
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - Attempting to load schema from file 'GUILayout.xsd'.
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - XML schema file 'GUILayout.xsd' has been initialised.
03/08/2011 03:53:38 (Std) 	Attempting to create Imageset 'DejaVuSans-10_auto_glyph_images_ ' with texture only.
03/08/2011 03:53:38 (Std) 	---- Successfully completed loading of GUI layout from 'TopBar.layout' ----
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - Attempting to load schema from file 'GUILayout.xsd'.
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - XML schema file 'GUILayout.xsd' has been initialised.
03/08/2011 03:53:38 (Std) 	---- Successfully completed loading of GUI layout from 'FileManager.layout' ----
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - Attempting to load schema from file 'GUILayout.xsd'.
03/08/2011 03:53:38 (Std) 	XercesParser::initialiseSchema - XML schema file 'GUILayout.xsd' has been initialised.
03/08/2011 03:53:39 (Error)	CEGUI::UnknownObjectException in file CEGUIPropertySet.cpp(124) : There is no Property named 'BackgroundEnabled' available in the set.
03/08/2011 03:53:39 (Error)	CEGUI::UnknownObjectException in file CEGUIPropertySet.cpp(124) : There is no Property named 'FrameEnabled' available in the set.
03/08/2011 03:53:39 (Error)	CEGUI::UnknownObjectException in file CEGUIPropertySet.cpp(124) : There is no Property named 'BackgroundEnabled' available in the set.
03/08/2011 03:53:39 (Error)	CEGUI::UnknownObjectException in file CEGUIPropertySet.cpp(124) : There is no Property named 'FrameEnabled' available in the set.
03/08/2011 03:53:39 (Error)	CEGUI::UnknownObjectException in file CEGUIPropertySet.cpp(124) : There is no Property named 'BackgroundEnabled' available in the set.
03/08/2011 03:53:39 (Error)	CEGUI::UnknownObjectException in file CEGUIPropertySet.cpp(124) : There is no Property named 'FrameEnabled' available in the set.
03/08/2011 03:53:39 (Std) 	---- Successfully completed loading of GUI layout from 'ObjectProperties.layout' ----
03/08/2011 03:53:39 (Std) 	XercesParser::initialiseSchema - Attempting to load schema from file 'GUILayout.xsd'.
03/08/2011 03:53:39 (Std) 	XercesParser::initialiseSchema - XML schema file 'GUILayout.xsd' has been initialised.
03/08/2011 03:53:39 (Std) 	---- Successfully completed loading of GUI layout from 'LightProperties.layout' ----
03/08/2011 03:53:39 (Std) 	Display resize: w=800 h=600
03/08/2011 03:53:39 (Std) 	Display resize: w=800 h=600
